year,month,session,talk_title,speaker,words
2007,10,Saturday Afternoon Session,Scriptural Witnesses,Russell M. Nelson,1793
2007,10,Saturday Afternoon Session,The Great Commandment,Joseph B. Wirthlin,2093
2007,10,Saturday Afternoon Session,The Only True God and Jesus Christ Whom He Hath Sent,Jeffrey R. Holland,1696
2007,10,Saturday Morning Session,Claim the Exceeding Great and Precious Promises,Spencer J. Condie,1326
2007,10,Saturday Morning Session,Enduring Together,Richard C. Edgley,1189
2007,10,Saturday Morning Session,Have We Not Reason to Rejoice?,Dieter F. Uchtdorf,2048
2007,10,Saturday Morning Session,Mrs. Patton—the Story Continues,Thomas S. Monson,2102
2007,10,Saturday Morning Session,Strengthen Home and Family,Mary N. Cook,1352
2007,10,Saturday Morning Session,The Sustaining of Church Officers,Gordon B. Hinckley,504
2007,10,Saturday Morning Session,The Weak and the Simple of the Church,Boyd K. Packer,2360
2007,10,Saturday Morning Session,Why Are We Members of the Only True Church?,Enrique R. Falabella,1166
2007,10,Sunday Afternoon Session,After All We Can Do,Claudio D. Zivic,1148
2007,10,Sunday Afternoon Session,Closing Remarks,Gordon B. Hinckley,173
2007,10,Sunday Afternoon Session,"Good, Better, Best",Dallin H. Oaks,1990
2007,10,Sunday Afternoon Session,Knowing That We Know,Douglas L. Callister,1279
2007,10,Sunday Afternoon Session,Nourished by the Good Word of God,Daniel K Judd,1377
2007,10,Sunday Afternoon Session,Personal Revelation: The Teachings and Examples of the Prophets,Robert D. Hales,2048
2007,10,Sunday Afternoon Session,Service,Steven E. Snow,1388
2007,10,Sunday Afternoon Session,The Power of Godliness Is Manifested in the Temples of God,Octaviano Tenorio,1384
2007,10,Sunday Afternoon Session,Truth: The Foundation of Correct Decisions,Richard G. Scott,1780
2007,10,Sunday Morning Session,Clean Hands and a Pure Heart,David A. Bednar,2129
2007,10,Sunday Morning Session,Don’t Leave for Tomorrow What You Can Do Today,Claudio R. M. Costa,1366
2007,10,Sunday Morning Session,Live by Faith and Not by Fear,Quentin L. Cook,2365
2007,10,Sunday Morning Session,Mothers Who Know,Julie B. Beck,1203
2007,10,Sunday Morning Session,"O Remember, Remember",Henry B. Eyring,2314
2007,10,Sunday Morning Session,Small and Simple Things,Christoffel Golden Jr.,999
2007,10,Sunday Morning Session,The Stone Cut Out of the Mountain,Gordon B. Hinckley,2036
2008,4,General Young Women Meeting,Anchors of Testimony,Mary N. Cook,1722
2008,4,General Young Women Meeting,"At All Times, in All Things, and in All Places",Elaine S. Dalton,1493
2008,4,General Young Women Meeting,Stand as a Witness,Susan W. Tanner,1867
2008,4,General Young Women Meeting,Walk in the Light,Henry B. Eyring,1902
2008,4,Priesthood Session,A 12-Year-Old Deacon,John M. Madsen,1052
2008,4,Priesthood Session,A Matter of a Few Degrees,Dieter F. Uchtdorf,2288
2008,4,Priesthood Session,And Who Is My Neighbor?,H. David Burton,1161
2008,4,Priesthood Session,Do You Know Who You Are?,Dean R. Burgess,1369
2008,4,Priesthood Session,Examples of Righteousness,Thomas S. Monson,2262
2008,4,Priesthood Session,Faith and the Oath and Covenant of the Priesthood,Henry B. Eyring,2465
2008,4,Priesthood Session,Give Heed unto the Prophets’ Words,Quentin L. Cook,2172
2008,4,Saturday Afternoon Session,"Church Auditing Department Report, 2007",Robert W. Cantwell,197
2008,4,Saturday Afternoon Session,"Gaining a Testimony of God the Father; His Son, Jesus Christ; and the Holy Ghost",Robert D. Hales,1804
2008,4,Saturday Afternoon Session,Opening Our Hearts,Gerald N. Lund,1310
2008,4,Saturday Afternoon Session,"Service, a Divine Quality",Carlos H. Amado,1289
2008,4,Saturday Afternoon Session,"Statistical Report, 2007",F. Michael Watson,181
2008,4,Saturday Afternoon Session,Testimony,Dallin H. Oaks,2119
2008,4,Saturday Afternoon Session,The Gospel of Jesus Christ,L. Tom Perry,1891
2008,4,Saturday Afternoon Session,Three Presiding High Priests,William R. Walker,1629
2008,4,Saturday Afternoon Session,To Heal the Shattering Consequences of Abuse,Richard G. Scott,2118
2008,4,Saturday Morning Session,Concern for the One,Joseph B. Wirthlin,2023
2008,4,Saturday Morning Session,Restoring Faith in the Family,Kenneth Johnson,1163
2008,4,Saturday Morning Session,Righteous Traditions,Cheryl C. Lant,1249
2008,4,Saturday Morning Session,Salvation and Exaltation,Russell M. Nelson,1727
2008,4,Saturday Morning Session,Special Experiences,Ronald A. Rasband,1151
2008,4,Saturday Morning Session,The Sustaining of Church Officers,Dieter F. Uchtdorf,1607
2008,4,Saturday Morning Session,The True and Living Church,Henry B. Eyring,2706
2008,4,Sunday Afternoon Session,“My Words … Never Cease”,Jeffrey R. Holland,2015
2008,4,Sunday Afternoon Session,A Book with a Promise,Craig C. Christensen,1414
2008,4,Sunday Afternoon Session,Abundantly Blessed,Thomas S. Monson,1165
2008,4,Sunday Afternoon Session,Ask in Faith,David A. Bednar,2064
2008,4,Sunday Afternoon Session,Daughters of God,M. Russell Ballard,2044
2008,4,Sunday Afternoon Session,One among the Crowd,Dennis B. Neuenschwander,1189
2008,4,Sunday Afternoon Session,The Power of Light and Truth,Robert R. Steuer,1126
2008,4,Sunday Afternoon Session,Today,Lance B. Wickman,1195
2008,4,Sunday Afternoon Session,"We Will Not Yield, We Cannot Yield",W. Craig Zwick,1118
2008,4,Sunday Morning Session,Born Again,D. Todd Christofferson,2315
2008,4,Sunday Morning Session,Faith of Our Father,Dieter F. Uchtdorf,2200
2008,4,Sunday Morning Session,Looking Back and Moving Forward,Thomas S. Monson,2518
2008,4,Sunday Morning Session,My Soul Delighteth in the Things of the Lord,Susan W. Tanner,1309
2008,4,Sunday Morning Session,The Best Investment,Sheldon F. Child,1078
2008,4,Sunday Morning Session,The Twelve,Boyd K. Packer,2416
2008,10,General Relief Society Meeting,Fulfilling the Purpose of Relief Society,Julie B. Beck,2252
2008,10,General Relief Society Meeting,"Happiness, Your Heritage",Dieter F. Uchtdorf,2589
2008,10,General Relief Society Meeting,"Holy Temples, Sacred Covenants",Silvia H. Allred,1511
2008,10,General Relief Society Meeting,Now Let Us Rejoice,Barbara Thompson,1535
2008,10,Priesthood Session,Arms of Safety,Jay E. Jensen,1468
2008,10,Priesthood Session,Honor the Priesthood and Use It Well,Richard G. Scott,1953
2008,10,Priesthood Session,Lift Where You Stand,Dieter F. Uchtdorf,2098
2008,10,Priesthood Session,O Ye That Embark,Henry B. Eyring,2355
2008,10,Priesthood Session,"To Learn, to Do, to Be",Thomas S. Monson,2755
2008,10,Priesthood Session,Winning the War against Evil,James J. Hamula,1696
2008,10,Saturday Afternoon Session,Come to Zion,D. Todd Christofferson,2468
2008,10,Saturday Afternoon Session,"Come What May, and Love It",Joseph B. Wirthlin,1941
2008,10,Saturday Afternoon Session,Even a Child Can Understand,Gérald Caussé,1611
2008,10,Saturday Afternoon Session,Pray Always,David A. Bednar,2180
2008,10,Saturday Afternoon Session,The Ministry of Angels,Jeffrey R. Holland,1957
2008,10,Saturday Afternoon Session,The Sustaining of Church Officers,Henry B. Eyring,388
2008,10,Saturday Afternoon Session,The Way,Lawrence E. Corbridge,1449
2008,10,Saturday Morning Session,Because My Father Read the Book of Mormon,Marcos A. Aidukaitis,1448
2008,10,Saturday Morning Session,Go Ye Therefore,Silvia H. Allred,1529
2008,10,Saturday Morning Session,Let Him Do It with Simplicity,L. Tom Perry,1995
2008,10,Saturday Morning Session,Sacrament Meeting and the Sacrament,Dallin H. Oaks,2160
2008,10,Saturday Morning Session,The Infinite Power of Hope,Dieter F. Uchtdorf,2204
2008,10,Saturday Morning Session,Welcome to Conference,Thomas S. Monson,935
2008,10,Saturday Morning Session,You Know Enough,Neil L. Andersen,1286
2008,10,Sunday Afternoon Session,"“Hope Ya Know, We Had a Hard Time”",Quentin L. Cook,2393
2008,10,Sunday Afternoon Session,Celestial Marriage,Russell M. Nelson,1707
2008,10,Sunday Afternoon Session,Gospel Teaching—Our Most Important Calling,William D. Oswald,1430
2008,10,Sunday Afternoon Session,Returning Home,Eduardo Gavarret,1269
2008,10,Sunday Afternoon Session,Testimony as a Process,Carlos A. Godoy,1261
2008,10,Sunday Afternoon Session,The Test,Boyd K. Packer,2154
2008,10,Sunday Afternoon Session,Until We Meet Again,Thomas S. Monson,761
2008,10,Sunday Morning Session,A Return to Virtue,Elaine S. Dalton,1539
2008,10,Sunday Morning Session,Christian Courage: The Price of Discipleship,Robert D. Hales,2142
2008,10,Sunday Morning Session,Finding Joy in the Journey,Thomas S. Monson,2545
2008,10,Sunday Morning Session,God Loves and Helps All of His Children,Keith B. McMullin,1493
2008,10,Sunday Morning Session,Our Hearts Knit as One,Henry B. Eyring,2389
2008,10,Sunday Morning Session,The Truth of God Shall Go Forth,M. Russell Ballard,2095
2009,4,General Young Women Meeting,A Virtuous Life—Step by Step,Mary N. Cook,1911
2009,4,General Young Women Meeting,Be Thou an Example of the Believers,Ann M. Dibb,1687
2009,4,General Young Women Meeting,Come Let Us Go Up to the Mountain of the Lord,Elaine S. Dalton,2250
2009,4,General Young Women Meeting,May You Have Courage,Thomas S. Monson,2763
2009,4,Priesthood Session,“Man Down!”,Henry B. Eyring,2552
2009,4,Priesthood Session,Be Your Best Self,Thomas S. Monson,2374
2009,4,Priesthood Session,Counsel to Young Men,Boyd K. Packer,2310
2009,4,Priesthood Session,Priesthood Responsibilities,Claudio R. M. Costa,1465
2009,4,Priesthood Session,This Is Your Phone Call,Richard C. Edgley,1484
2009,4,Priesthood Session,We Are Doing a Great Work and Cannot Come Down,Dieter F. Uchtdorf,2108
2009,4,Saturday Afternoon Session,"Church Auditing Department Report, 2008",Robert W. Cantwell,191
2009,4,Saturday Afternoon Session,Faith in Adversity,Rafael E. Pino,1173
2009,4,Saturday Afternoon Session,Faith in the Lord Jesus Christ,Kevin W. Pearson,1408
2009,4,Saturday Afternoon Session,Learning the Lessons of the Past,M. Russell Ballard,1941
2009,4,Saturday Afternoon Session,Lessons from the Lord’s Prayers,Russell M. Nelson,1868
2009,4,Saturday Afternoon Session,Our Father’s Plan—Big Enough for All His Children,Quentin L. Cook,2241
2009,4,Saturday Afternoon Session,"Statistical Report, 2008",Brook P. Hales,168
2009,4,Saturday Afternoon Session,Temple Worship: The Source of Strength and Power in Times of Need,Richard G. Scott,1874
2009,4,Saturday Afternoon Session,The Sustaining of Church Officers,Dieter F. Uchtdorf,918
2009,4,Saturday Morning Session,Adversity,Henry B. Eyring,2725
2009,4,Saturday Morning Session,Becoming Provident Providers Temporally and Spiritually,Robert D. Hales,2100
2009,4,Saturday Morning Session,Finding Strength in Challenging Times!,Allan F. Packer,1453
2009,4,Saturday Morning Session,Respect and Reverence,Margaret S. Lifferth,1534
2009,4,Saturday Morning Session,Revealed Quorum Principles,Michael A. Neider,1564
2009,4,Saturday Morning Session,The Power of Covenants,D. Todd Christofferson,2316
2009,4,Saturday Morning Session,Welcome to Conference,Thomas S. Monson,1000
2009,4,Sunday Afternoon Session,“Bring Souls unto Me”,L. Tom Perry,2134
2009,4,Sunday Afternoon Session,Gifts to Help Us Navigate Our Life,José A. Teixeira,1267
2009,4,Sunday Afternoon Session,"His Servants, the Prophets",F. Michael Watson,1628
2009,4,Sunday Afternoon Session,Honorably Hold a Name and Standing,David A. Bednar,2263
2009,4,Sunday Afternoon Session,"Sacred Homes, Sacred Temples",Gary E. Stevenson,1471
2009,4,Sunday Afternoon Session,Unselfish Service,Dallin H. Oaks,2231
2009,4,Sunday Afternoon Session,Until We Meet Again,Thomas S. Monson,1249
2009,4,Sunday Morning Session,Be of Good Cheer,Thomas S. Monson,2563
2009,4,Sunday Morning Session,Come unto Him,Neil L. Andersen,1687
2009,4,Sunday Morning Session,Get On with Our Lives,Steven E. Snow,1574
2009,4,Sunday Morning Session,His Arm Is Sufficient,Barbara Thompson,1391
2009,4,Sunday Morning Session,None Were with Him,Jeffrey R. Holland,1824
2009,4,Sunday Morning Session,The Way of the Disciple,Dieter F. Uchtdorf,2151
2009,10,General Relief Society Meeting,Every Woman Needs Relief Society,Silvia H. Allred,1764
2009,10,General Relief Society Meeting,Mind the Gap,Barbara Thompson,1982
2009,10,General Relief Society Meeting,Relief Society: A Sacred Work,Julie B. Beck,2964
2009,10,General Relief Society Meeting,The Enduring Legacy of Relief Society,Henry B. Eyring,3085
2009,10,Priesthood Session,Be Ready,Henry B. Eyring,2419
2009,10,Priesthood Session,Becoming More Powerful Priesthood Holders,Walter F. González,1427
2009,10,Priesthood Session,Fathers and Sons: A Remarkable Relationship,M. Russell Ballard,2118
2009,10,Priesthood Session,I Love Loud Boys,Yoon Hwan Choi,1529
2009,10,Priesthood Session,"School Thy Feelings, O My Brother",Thomas S. Monson,2234
2009,10,Priesthood Session,Two Principles for Any Economy,Dieter F. Uchtdorf,2071
2009,10,Saturday Afternoon Session,“Repent … That I May Heal You”,Neil L. Andersen,1894
2009,10,Saturday Afternoon Session,Attempting the Impossible,Jorge F. Zeballos,1204
2009,10,Saturday Afternoon Session,Being Temperate in All Things,Kent D. Watson,1196
2009,10,Saturday Afternoon Session,Joseph Smith—Prophet of the Restoration,Tad R. Callister,1681
2009,10,Saturday Afternoon Session,Love and Law,Dallin H. Oaks,2062
2009,10,Saturday Afternoon Session,Prayer and Promptings,Boyd K. Packer,2459
2009,10,Saturday Afternoon Session,"Seeking to Know God, Our Heavenly Father, and His Son, Jesus Christ",Robert D. Hales,1969
2009,10,Saturday Afternoon Session,The Sustaining of Church Officers,Henry B. Eyring,333
2009,10,Saturday Morning Session,Helping Others Recognize the Whisperings of the Spirit,Vicki F. Matsumori,1408
2009,10,Saturday Morning Session,More Diligent and Concerned at Home,David A. Bednar,2099
2009,10,Saturday Morning Session,Teaching Helps Save Lives,Russell T. Osguthorpe,1596
2009,10,Saturday Morning Session,That Your Burdens May Be Light,L. Whitney Clayton,1575
2009,10,Saturday Morning Session,The Love of God,Dieter F. Uchtdorf,2083
2009,10,Saturday Morning Session,To Acquire Spiritual Guidance,Richard G. Scott,2001
2009,10,Saturday Morning Session,Welcome to Conference,Thomas S. Monson,637
2009,10,Sunday Afternoon Session,A Call to the Rising Generation,Brent H. Nielson,1414
2009,10,Sunday Afternoon Session,An Easiness and Willingness to Believe,Michael T. Ringwood,1776
2009,10,Sunday Afternoon Session,Blessings of the Gospel Available to All,Joseph W. Sitati,1247
2009,10,Sunday Afternoon Session,Closing Remarks,Thomas S. Monson,715
2009,10,Sunday Afternoon Session,Moral Discipline,D. Todd Christofferson,2096
2009,10,Sunday Afternoon Session,Preserving the Heart’s Mighty Change,Dale G. Renlund,1490
2009,10,Sunday Afternoon Session,Safety for the Soul,Jeffrey R. Holland,1827
2009,10,Sunday Afternoon Session,Stewardship—a Sacred Trust,Quentin L. Cook,2207
2009,10,Sunday Morning Session,"Ask, Seek, Knock",Russell M. Nelson,1571
2009,10,Sunday Morning Session,Hold On,Ann M. Dibb,1655
2009,10,Sunday Morning Session,Let Virtue Garnish Your Thoughts,H. David Burton,1392
2009,10,Sunday Morning Session,Our Perfect Example,Henry B. Eyring,2285
2009,10,Sunday Morning Session,The Past Way of Facing the Future,L. Tom Perry,1999
2009,10,Sunday Morning Session,What Have I Done for Someone Today?,Thomas S. Monson,2108
2010,4,General Young Women Meeting,Be of a Good Courage,Ann M. Dibb,1877
2010,4,General Young Women Meeting,"Never, Never, Never Give Up!",Mary N. Cook,1940
2010,4,General Young Women Meeting,Remember Who You Are!,Elaine S. Dalton,2067
2010,4,General Young Women Meeting,Your Happily Ever After,Dieter F. Uchtdorf,2467
2010,4,Priesthood Session,Act in All Diligence,Henry B. Eyring,2462
2010,4,Priesthood Session,Continue in Patience,Dieter F. Uchtdorf,2066
2010,4,Priesthood Session,Healing the Sick,Dallin H. Oaks,2329
2010,4,Priesthood Session,Preparation Brings Blessings,Thomas S. Monson,2297
2010,4,Priesthood Session,The Divine Call of a Missionary,Ronald A. Rasband,1683
2010,4,Priesthood Session,The Magnificent Aaronic Priesthood,David L. Beck,1537
2010,4,Saturday Afternoon Session,"Church Auditing Department Report, 2009",Robert W. Cantwell,187
2010,4,Saturday Afternoon Session,"Helping Hands, Saving Hands",Koichi Aoyagi,1128
2010,4,Saturday Afternoon Session,Mothers Teaching Children in the Home,L. Tom Perry,1919
2010,4,Saturday Afternoon Session,Place No More for the Enemy of My Soul,Jeffrey R. Holland,1776
2010,4,Saturday Afternoon Session,"Statistical Report, 2009",Brook P. Hales,222
2010,4,Saturday Afternoon Session,The Blessing of Scripture,D. Todd Christofferson,2283
2010,4,Saturday Afternoon Session,The Sustaining of Church Officers,Dieter F. Uchtdorf,722
2010,4,Saturday Afternoon Session,Watching with All Perseverance,David A. Bednar,2136
2010,4,Saturday Afternoon Session,When the Lord Commands,Bruce A. Carlson,1352
2010,4,Saturday Morning Session,“And upon the Handmaids in Those Days Will I Pour Out My Spirit”,Julie B. Beck,1524
2010,4,Saturday Morning Session,Help Them on Their Way Home,Henry B. Eyring,2599
2010,4,Saturday Morning Session,Mothers and Daughters,M. Russell Ballard,2163
2010,4,Saturday Morning Session,Our Path of Duty,Keith B. McMullin,1507
2010,4,Saturday Morning Session,The Power of the Priesthood,Boyd K. Packer,2568
2010,4,Saturday Morning Session,The Rock of Our Redeemer,Wilford W. Andersen,1455
2010,4,Saturday Morning Session,Welcome to Conference,Thomas S. Monson,722
2010,4,Sunday Afternoon Session,A Word at Closing,Thomas S. Monson,785
2010,4,Sunday Afternoon Session,All Things Work Together for Good,James B. Martino,1476
2010,4,Sunday Afternoon Session,Developing Good Judgment and Not Judging Others,Gregory A. Schwitzer,1496
2010,4,Sunday Afternoon Session,Generations Linked in Love,Russell M. Nelson,1680
2010,4,Sunday Afternoon Session,Mother Told Me,Bradley D. Foster,1485
2010,4,Sunday Afternoon Session,Our Duty to God: The Mission of Parents and Leaders to the Rising Generation,Robert D. Hales,1946
2010,4,Sunday Afternoon Session,Tell Me the Stories of Jesus,Neil L. Andersen,1938
2010,4,Sunday Afternoon Session,Things Pertaining to Righteousness,Francisco J. Viñas,1477
2010,4,Sunday Morning Session,“You Are My Hands”,Dieter F. Uchtdorf,2044
2010,4,Sunday Morning Session,He Is Risen!,Thomas S. Monson,2525
2010,4,Sunday Morning Session,He Lives! All Glory to His Name!,Richard G. Scott,1740
2010,4,Sunday Morning Session,That Our Children Might See the Face of the Savior,Cheryl C. Lant,1613
2010,4,Sunday Morning Session,Turn to the Lord,Donald L. Hallstrom,1441
2010,4,Sunday Morning Session,We Follow Jesus Christ,Quentin L. Cook,2224
2010,10,General Relief Society Meeting,“Daughters in My Kingdom”: The History and Work of Relief Society,Julie B. Beck,2238
2010,10,General Relief Society Meeting,Charity Never Faileth,Thomas S. Monson,2234
2010,10,General Relief Society Meeting,Steadfast and Immovable,Silvia H. Allred,1900
2010,10,Priesthood Session,"“Come unto Me with Full Purpose of Heart, and I Shall Heal You”",Patrick Kearon,1662
2010,10,Priesthood Session,Be Thou an Example of the Believers,Russell M. Nelson,1865
2010,10,Priesthood Session,He Teaches Us to Put Off the Natural Man,Juan A. Uceda,1256
2010,10,Priesthood Session,Pride and the Priesthood,Dieter F. Uchtdorf,2183
2010,10,Priesthood Session,Serve with the Spirit,Henry B. Eyring,2627
2010,10,Priesthood Session,The Three Rs of Choice,Thomas S. Monson,2203
2010,10,Saturday Afternoon Session,Agency: Essential to the Plan of Life,Robert D. Hales,2083
2010,10,Saturday Afternoon Session,Faith—the Choice Is Yours,Richard C. Edgley,1309
2010,10,Saturday Afternoon Session,Let There Be Light!,Quentin L. Cook,2220
2010,10,Saturday Afternoon Session,Never Leave Him,Neil L. Andersen,1909
2010,10,Saturday Afternoon Session,Our Very Survival,Kevin R. Duncan,1354
2010,10,Saturday Afternoon Session,Temple Mirrors of Eternity: A Testimony of Family,Gerrit W. Gong,1149
2010,10,Saturday Afternoon Session,The Sustaining of Church Officers,Henry B. Eyring,366
2010,10,Saturday Afternoon Session,The Transforming Power of Faith and Character,Richard G. Scott,2318
2010,10,Saturday Morning Session,As We Meet Together Again,Thomas S. Monson,684
2010,10,Saturday Morning Session,Because of Your Faith,Jeffrey R. Holland,1820
2010,10,Saturday Morning Session,Gospel Learning and Teaching,David M. McConkie,1502
2010,10,Saturday Morning Session,Obedience to the Prophets,Claudio R. M. Costa,1487
2010,10,Saturday Morning Session,Of Things That Matter Most,Dieter F. Uchtdorf,2179
2010,10,Saturday Morning Session,Reflections on a Consecrated Life,D. Todd Christofferson,2266
2010,10,Saturday Morning Session,Stay on the Path,Rosemary M. Wixom,1314
2010,10,Sunday Afternoon Session,Avoiding the Trap of Sin,Jairo Mazzagardi,1337
2010,10,Sunday Afternoon Session,Courageous Parenting,Larry R. Lawrence,1609
2010,10,Sunday Afternoon Session,O That Cunning Plan of the Evil One,M. Russell Ballard,1985
2010,10,Sunday Afternoon Session,Receive the Holy Ghost,David A. Bednar,2108
2010,10,Sunday Afternoon Session,Rest unto Your Souls,Per G. Malm,1304
2010,10,Sunday Afternoon Session,The Priesthood of Aaron,L. Tom Perry,2031
2010,10,Sunday Afternoon Session,Till We Meet Again,Thomas S. Monson,727
2010,10,Sunday Afternoon Session,What Have You Done with My Name?,Mervyn B. Arnold,1539
2010,10,Sunday Morning Session,Be an Example of the Believers,Mary N. Cook,1726
2010,10,Sunday Morning Session,Cleansing the Inner Vessel,Boyd K. Packer,2119
2010,10,Sunday Morning Session,The Divine Gift of Gratitude,Thomas S. Monson,2606
2010,10,Sunday Morning Session,The Holy Ghost and Revelation,Jay E. Jensen,1457
2010,10,Sunday Morning Session,"Trust in God, Then Go and Do",Henry B. Eyring,2342
2010,10,Sunday Morning Session,Two Lines of Communication,Dallin H. Oaks,2192
2011,4,General Young Women Meeting,“Remember This: Kindness Begins with Me”,Mary N. Cook,1772
2011,4,General Young Women Meeting,A Living Testimony,Henry B. Eyring,2739
2011,4,General Young Women Meeting,Guardians of Virtue,Elaine S. Dalton,2193
2011,4,General Young Women Meeting,I Believe in Being Honest and True,Ann M. Dibb,1743
2011,4,Priesthood Session,Hope,Steven E. Snow,1627
2011,4,Priesthood Session,Learning in the Priesthood,Henry B. Eyring,2535
2011,4,Priesthood Session,Preparing the World for the Second Coming,Neil L. Andersen,1987
2011,4,Priesthood Session,Priesthood Power,Thomas S. Monson,2671
2011,4,Priesthood Session,Sacred Keys of the Aaronic Priesthood,Larry M. Gibson,1718
2011,4,Priesthood Session,"Your Potential, Your Privilege",Dieter F. Uchtdorf,2084
2011,4,Saturday Afternoon Session,"Church Auditing Department Report, 2010",Robert W. Cantwell,210
2011,4,Saturday Afternoon Session,Desire,Dallin H. Oaks,2001
2011,4,Saturday Afternoon Session,Establishing a Christ-Centered Home,Richard J. Maynes,1488
2011,4,Saturday Afternoon Session,Face the Future with Faith,Russell M. Nelson,1658
2011,4,Saturday Afternoon Session,Finding Joy through Loving Service,M. Russell Ballard,1992
2011,4,Saturday Afternoon Session,Guided by the Holy Spirit,Boyd K. Packer,2182
2011,4,Saturday Afternoon Session,"Statistical Report, 2010",Brook P. Hales,244
2011,4,Saturday Afternoon Session,Testimony,Cecil O. Samuelson Jr.,1505
2011,4,Saturday Afternoon Session,The Sustaining of Church Officers,Dieter F. Uchtdorf,588
2011,4,Saturday Morning Session,Become as a Little Child,Jean A. Stevens,1587
2011,4,Saturday Morning Session,Followers of Christ,Walter F. González,1361
2011,4,Saturday Morning Session,It’s Conference Once Again,Thomas S. Monson,633
2011,4,Saturday Morning Session,LDS Women Are Incredible!,Quentin L. Cook,2432
2011,4,Saturday Morning Session,Opportunities to Do Good,Henry B. Eyring,2702
2011,4,Saturday Morning Session,The Atonement Covers All Pain,Kent F. Richards,1400
2011,4,Saturday Morning Session,The Sabbath and the Sacrament,L. Tom Perry,1878
2011,4,Sunday Afternoon Session,"“As Many as I Love, I Rebuke and Chasten”",D. Todd Christofferson,2254
2011,4,Sunday Afternoon Session,An Ensign to the Nations,Jeffrey R. Holland,1894
2011,4,Sunday Afternoon Session,At Parting,Thomas S. Monson,647
2011,4,Sunday Afternoon Session,Called to Be Saints,Benjamín De Hoyos,1222
2011,4,Sunday Afternoon Session,The Eternal Blessings of Marriage,Richard G. Scott,1899
2011,4,Sunday Afternoon Session,The Lord’s Richest Blessings,Carl B. Pratt,1503
2011,4,Sunday Afternoon Session,The Miracle of the Atonement,C. Scott Grow,1576
2011,4,Sunday Afternoon Session,What Manner of Men and Women Ought Ye to Be?,Lynn G. Robbins,1754
2011,4,Sunday Morning Session,More Than Conquerors through Him That Loved Us,Paul V. Johnson,1469
2011,4,Sunday Morning Session,The Essence of Discipleship,Silvia H. Allred,1576
2011,4,Sunday Morning Session,The Holy Temple—a Beacon to the World,Thomas S. Monson,2473
2011,4,Sunday Morning Session,The Sanctifying Work of Welfare,H. David Burton,1646
2011,4,Sunday Morning Session,The Spirit of Revelation,David A. Bednar,2178
2011,4,Sunday Morning Session,Waiting on the Road to Damascus,Dieter F. Uchtdorf,2041
2011,10,General Relief Society Meeting,Charity Never Faileth,Silvia H. Allred,1738
2011,10,General Relief Society Meeting,Cleave unto the Covenants,Barbara Thompson,1805
2011,10,General Relief Society Meeting,Forget Me Not,Dieter F. Uchtdorf,2485
2011,10,General Relief Society Meeting,What I Hope My Granddaughters (and Grandsons) Will Understand about Relief Society,Julie B. Beck,2476
2011,10,Priesthood Session,Dare to Stand Alone,Thomas S. Monson,2737
2011,10,Priesthood Session,Preparation in the Priesthood: “I Need Your Help”,Henry B. Eyring,2546
2011,10,Priesthood Session,Providing in the Lord’s Way,Dieter F. Uchtdorf,2154
2011,10,Priesthood Session,The Opportunity of a Lifetime,W. Christopher Waddell,1934
2011,10,Priesthood Session,The Power of the Aaronic Priesthood,Keith B. McMullin,1550
2011,10,Priesthood Session,We Are All Enlisted,Jeffrey R. Holland,1933
2011,10,Saturday Afternoon Session,A Time to Prepare,Ian S. Ardern,1271
2011,10,Saturday Afternoon Session,Children,Neil L. Andersen,1892
2011,10,Saturday Afternoon Session,It Is Better to Look Up,Carl B. Cook,1278
2011,10,Saturday Afternoon Session,Perfect Love Casteth Out Fear,L. Tom Perry,1955
2011,10,Saturday Afternoon Session,Redemption,LeGrand R. Curtis Jr.,1526
2011,10,Saturday Afternoon Session,The Divine Gift of Repentance,D. Todd Christofferson,2207
2011,10,Saturday Afternoon Session,The Hearts of the Children Shall Turn,David A. Bednar,2181
2011,10,Saturday Afternoon Session,The Sustaining of Church Officers,Henry B. Eyring,428
2011,10,Saturday Morning Session,As We Meet Again,Thomas S. Monson,729
2011,10,Saturday Morning Session,Counsel to Youth,Boyd K. Packer,2118
2011,10,Saturday Morning Session,"Doing the Right Thing at the Right Time, without Delay",José L. Alonso,1168
2011,10,Saturday Morning Session,Personal Revelation and Testimony,Barbara Thompson,1449
2011,10,Saturday Morning Session,The Power of Scripture,Richard G. Scott,1890
2011,10,Saturday Morning Session,The Time Shall Come,L. Whitney Clayton,1507
2011,10,Saturday Morning Session,You Matter to Him,Dieter F. Uchtdorf,2277
2011,10,Sunday Afternoon Session,Choose Eternal Life,Randall K. Bennett,1316
2011,10,Sunday Afternoon Session,Covenants,Russell M. Nelson,1656
2011,10,Sunday Afternoon Session,Missionaries Are a Treasure of the Church,Kazuhiko Yamashita,1125
2011,10,Sunday Afternoon Session,Teaching after the Manner of the Spirit,Matthew O. Richardson,1522
2011,10,Sunday Afternoon Session,Teachings of Jesus,Dallin H. Oaks,2258
2011,10,Sunday Afternoon Session,The Privilege of Prayer,J. Devn Cornish,1901
2011,10,Sunday Afternoon Session,The Songs They Could Not Sing,Quentin L. Cook,2203
2011,10,Sunday Afternoon Session,Until We Meet Again,Thomas S. Monson,762
2011,10,Sunday Morning Session,A Witness,Henry B. Eyring,2263
2011,10,Sunday Morning Session,Love Her Mother,Elaine S. Dalton,1564
